,M229-Ctrl-4-Day,M229-DDR-1,M229-DTPPy-2,M229-IFNy-4-Day,M229-MRDDR2-1,M229-MRDDR4-1,M229-PLX-AZD-11-Day,M229-PLX-AZD-14-Day,M229-PLX-AZD-4-Day,M229-PLX-AZD-7-Day,M229-PLX-AZD-IFNy-11-Day,M229-PLX-AZD-IFNy-14-Day,M229-PLX-AZD-IFNy-4-Day,M229-PLX-AZD-IFNy-7-Day,M238-DTPP-2,M238-DTPPy-2,M395-RDDR-1,M397-Ctrl-4-Day,M397-DTPP2-2,M397-DTPPy,M397-IFNy-4-Day,M397-PLX-AZD-11-Day,M397-PLX-AZD-14-Day,M397-PLX-AZD-4-Day,M397-PLX-AZD-7-Day,M397-PLX-AZD-IFNy-11-Day,M397-PLX-AZD-IFNy-14-Day,M397-PLX-AZD-IFNy-4-Day,M397-PLX-AZD-IFNy-7-Day,SK28-Ctrl-4-Day,SK28-IFNy-4-Day,SK28-PLX-AZD-11-Day,SK28-PLX-AZD-14-Day,SK28-PLX-AZD-4-Day,SK28-PLX-AZD-7-Day,SK28-PLX-AZD-IFNy-11-Day,SK28-PLX-AZD-IFNy-14-Day,SK28-PLX-AZD-IFNy-4-Day,SK28-PLX-AZD-IFNy-7-Day,SKMEL28-DDR-1,SKMEL28-DTPPy1-1,SKMEL28-MRDDR-1,SKMEL28-MRDDR2-1
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP,0.0916671656532805,0.0840561885645765,-0.0301242390563476,0.121679232618156,0.131465005594488,-0.00972821426990902,0.0440159264329016,0.0797391584136348,-0.127441704213349,0.0636550797882198,-0.0921426186953748,-0.24120217787615,-0.0742812982762307,-0.0795200862978998,0.391228077652414,0.187040711642734,0.276680233032506,-0.0925730941049047,0.397694661600608,0.193737633347877,-0.151620786403136,-0.236515830817207,-0.395615152442967,-0.447936930136657,0.0255504941617075,-0.384021791127194,-0.221073562309755,-0.201332537368043,-0.411599165811091,-0.000588142667789282,-0.11781354803271,-0.178800652222137,0.0590851565166069,-0.0154637466015778,-0.215041078089669,-0.0440927857593996,0.191956977189074,-0.169868216137067,-0.106445351727804,0.374490061066024,0.0936854419622417,0.284948307891175,-0.00948055078915894
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_DN,0.119343469538257,0.0528607147916725,0.00448664158655171,0.222346715599384,0.108152322827626,-0.192305785630654,-0.197267911778529,-0.18150654880183,-0.154869663613209,-0.197937718776908,-0.0674161360761308,-0.239969862798812,-0.0339344845171532,-0.103627431375732,0.185736465759453,0.343412595318938,-0.248208090384277,0.360221720069323,0.376389539103129,0.336585141205664,0.384270172016696,-0.0846069117318763,-0.304630347128228,-0.479505497895821,0.222866805135885,-0.117633190864605,0.0590104263188689,-0.124298202379853,-0.183162158181196,0.173693821115642,0.265322119002764,-0.275474392566121,-0.105140247313781,-0.255450103826764,-0.301043470781844,0.0110334546868829,0.0498819692576674,-0.229483190907014,-0.0610194804115016,0.132676925359474,-0.194679532506017,0.0913640796190825,-0.150473967771736
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_UP,0.0416500533552615,0.0896724898505445,0.0110087593566977,0.145500074841844,0.100394207298885,0.0172389335639847,-0.188053485451718,-0.113753874796875,-0.224050528194611,-0.175817696545979,-0.00853382301584268,-0.207178332354235,0.0908339508923327,-0.00464202167773403,0.306222012336968,0.255418989638293,0.073501300624303,0.11529765108757,0.304348239635573,0.265933051974507,0.159855088978022,-0.354494890439714,-0.425052278113698,-0.45798186814387,0.0373115503290259,-0.150807962703768,0.0200826392586053,-0.00178948004788854,-0.188044945445664,0.165001649168363,0.0696580656587869,-0.266702638955197,-0.0514526593877405,-0.0709734083039712,-0.257331004345572,-0.00373949005279406,0.188057267534082,-0.0412744767756806,-0.180167285153994,0.215201532967506,0.0636981476043485,-0.051506864457127,-0.0358782852059231
KAECH_NAIVE_VS_DAY15_EFF_CD8_TCELL_DN,0.0286026932666348,-0.0591783423022114,-0.187250125881182,0.267152906475808,0.0600420602773921,-0.257183364783179,-0.102306930471,0.0323008210387048,-0.21123890310895,-0.163444760529255,-0.0448350794851459,-0.0858692752342458,-0.190490203980167,-0.084430489866733,0.0941465277029308,0.340320878190607,-0.100351510344795,0.145966726754485,0.286281908015157,0.185110962966533,0.232831431858948,-0.0599720798158983,-0.303654838342485,-0.312227567904226,0.14860064763293,-0.0346187269563334,0.182616737720295,0.0821896286172756,-0.0206592618354126,0.0280031551745644,0.196234355681949,-0.268405006548335,-0.0513567508431986,-0.161550003082685,-0.271167710197418,-0.0846233941043755,0.181441943313279,-0.0497954524618391,-0.004699991725612,0.00200981085435278,-0.18475936155069,-0.0989734311883706,-0.159199122682056
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_UP,-0.125521186488963,0.0984961089701152,-0.0200293071413876,-0.0580394262195186,0.170901998578762,0.00931059131037359,-0.0569000104475879,-0.0592230027787341,-0.218475574547199,-0.0199257357945451,-0.0892073577217081,-0.210736616731543,-0.0283452086304331,-0.0933565148950876,0.370899006500717,0.12799359273061,-0.0760546611415904,-0.0770047729463382,0.261292627399939,0.0526791319724806,0.00743529999459128,-0.296805817354563,-0.386493889054553,-0.365391563637316,0.0464371486953402,-0.306615107822986,-0.216858437650811,-0.0532607242302525,-0.274607840510724,0.0476793890035259,-0.15541543484655,-0.0306258614035385,0.178964483863976,-0.0165484064464976,-0.0360856915391757,0.126365386605489,0.275153318880546,0.0940798799537566,0.12707030716174,0.337322701542358,0.0463323710284647,0.199272287180862,0.0511438116103972
KAECH_NAIVE_VS_MEMORY_CD8_TCELL_DN,0.0428360261557513,-0.0123574137270093,-0.158671874796299,0.233712468167446,0.0419790498179912,-0.172609491739659,-0.206418765945768,-0.127507688592905,-0.196731470836666,-0.206983279754865,-0.0211203716174412,-0.159920912859747,-0.149187702548829,-0.0639229510764983,0.14106094071715,0.300400403538136,0.000216824716725655,0.193351813672997,0.146768150512433,0.271600452888045,0.331114841332337,-0.072039726759816,-0.27616488373379,-0.385087553816806,0.0698056624066704,0.0444563682061329,0.14109338276879,-0.0771927835219047,-0.101279516130484,0.141266122015811,0.239665824110203,-0.20415776978376,-0.123696396581888,-0.113799088129173,-0.196182126286045,-0.149834667103014,0.0531740432715842,-0.0554189229924979,0.044794418659319,0.04637633204861,-0.141504335059173,-0.0266925146669452,-0.167597452119063
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_UP,0.304045568928761,0.20135195837527,0.288412363972338,0.289454062102316,0.240644359653945,-0.0700025111369939,-0.117219706788748,-0.192382118006116,-0.0998014956503113,-0.124859815563433,0.171650449496514,-0.0196421666747762,0.159346786621695,0.113970646663905,0.198748264884508,0.341544974804195,-0.351828083917534,0.327715851491931,0.425071267312005,0.335079143588836,0.432632521121409,-0.18073849706895,-0.420478090683904,-0.549985050399405,0.164588238369602,-0.311239026249103,-0.0858498713105607,-0.23746445895948,-0.401855250035539,0.200624369033248,0.191268890089236,-0.476170561944019,-0.167494082055569,-0.362312026707357,-0.390669399851135,-0.0826107710321168,-0.186801428886326,-0.424595166376077,-0.254942175423334,0.188520620334078,-0.163084454683493,0.314211178695403,-0.201425781286547
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN,0.036811177020509,0.0571186522707,0.0770572858280323,0.113322446960669,0.193884209256052,-0.00492977386274093,0.0703169248684871,-0.0978019501652171,-0.242275698498276,0.0592109455690479,0.0250782476107919,-0.00871187041647661,-0.125104855414897,-0.0728693452915868,0.290181427245275,0.130696820711022,0.141426818335899,-0.156462807338351,0.218731616951647,0.0758620209251522,-0.0689387803225705,-0.308358571659203,-0.317380158003422,-0.369000797527375,-0.123543267843603,-0.238941382349316,-0.169320909907274,-0.0466241785163078,-0.202381060825482,0.0190603882938229,-0.0336223101117309,-0.000342208648134501,-0.0280897032657886,0.000622109678410337,-0.0583230164535008,-0.0530927206767895,0.108077056870658,-0.113931844441589,-0.105717196534667,0.283969459625779,0.0357103400020345,0.128383272339081,0.0358153782100869
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_UP,0.391166570743591,0.185295766713668,0.316271560772702,0.368200484565308,0.372591041183975,0.0207770427028925,-0.163368074029091,-0.26372105549024,0.00642910634161312,-0.0871605775155118,0.0516058833777972,-0.11936222184153,0.107464737228395,-0.0196196843629394,0.134249766873372,0.334884622900985,-0.197095196410249,0.4608201165989,0.356741337783488,0.266379185296891,0.46337724539676,-0.11256937172473,-0.399910867636459,-0.551020052614434,0.251944525497874,-0.385262637294895,-0.256839534553472,-0.271765082667283,-0.32843286608845,0.187381386022013,0.205369050371157,-0.492523369080056,-0.184555227598691,-0.307399732215956,-0.431616619445071,-0.223378594550084,-0.172125021216271,-0.410402995704098,-0.286703639172294,0.133359152161249,-0.259702600344949,0.15989704033011,-0.157820711419395
KAECH_DAY8_EFF_VS_MEMORY_CD8_TCELL_DN,0.0214813218672793,-0.0461655922106481,-0.123859938974417,0.141718842556033,-0.0327305003995843,-0.169819425566713,-0.00937505570229669,-0.0729875873315875,-0.134575489334377,0.115816398955666,0.137856968842636,-0.152431823627589,-0.0983475070625805,0.0878085003047672,0.392295174488558,0.331304475925753,0.047332063017278,-0.103122869940652,0.335872223438358,0.296157698588481,0.0273302011986436,-0.31854318828373,-0.366184581192655,-0.441124397337068,-0.103791859355477,-0.0846526935731835,0.10932080609216,-0.136120003424443,-0.126331122082894,-0.101959339601053,-0.0329178903771556,-0.198522218087581,-0.0790976972403356,0.049102633180144,-0.149733431390898,-0.050672673792149,0.0400404827955433,-0.0231698572860492,-0.0512544159572813,0.33586056030125,-0.208510766673693,0.411401032699946,-0.218401760664929
